|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
3982|"""AM AHA(A DIFFERENT CRIME THRILLER)"""|Telugu|DIL/2/54/2022-HYD|0 days 02:05:45|Theatrical|Jorige Srinivasa Rao|M/S SRI PADMA FILMS|UA|1|2022-02-24|7545
3983|GANGUBAI KATHIAWADI|Telugu|DIL/2/63/2022-MUM|0 days 02:36:11|Theatrical|Sanjay Navin Bhansali|Bhansali Productions Private Limited|UA|1|2022-02-24|9371
3984|SEBASTIAN P.C.524|Telugu|DIL/2/55/2022-HYD|0 days 02:09:00|Theatrical|B Sidda Reddy|JOVITHA CINEMAS|UA|1|2022-02-25|7740
3985|HEY SINAMIKA|Telugu|DIL/1/13/2022-Che|0 days 02:29:59|Theatrical|Dipti Kotak|JIO STUDIOS|U|1|2022-02-25|8999
3986|BHALA TANDANANA|Telugu|DIL/2/56/2022-HYD|0 days 02:14:00|Theatrical|KORRAPATI RANGANATHA SAI|VAARAAHI CHALANA CHITRAM|UA|1|2022-03-01|8040
3987|BLOODY MARY|Telugu|DIL/2/57/2022-HYD|0 days 01:33:24|Theatrical|Kuchibhotla Subrahmanya Vivekananda|PEOPLE MEDIA FACTORY LLP|UA|1|2022-03-01|5604
3988|ANDROID KATTAPPA|Telugu|VIL/1/5/2022-HYD|0 days 02:20:41|Video|Ajit Thakur|ARHA MEDIA AND BROADCASTING PRIVATE LIMITED|U|1|2022-03-01|8441
3989|THE BATMAN|Telugu|DFL/2/14/2022-MUM|0 days 02:58:01|Theatrical|DYLAN CLAR, MATT REEVES, WARNER BROS.|-|UA|1|2022-03-02|10681
3990|MISHAN IMPOSSIBLE|Telugu|DIL/2/59/2022-HYD|0 days 02:14:00|Theatrical|Katpelly Anvesh Reddy|MATINEE ENTERTAINMENT PVT. LTD.|UA|1|2022-03-04|8040
3991|"""I LOVE YOU IDIOT"""|Telugu|DIL/2/60/2022-HYD|0 days 02:25:02|Theatrical|Saikiran Goud Bathula|AVIRUDRA CREATIONS|UA|1|2022-03-04|8702
3992|MAA NANNA NAXALITE|Telugu|DIL/2/61/2022-HYD|0 days 02:00:24|Theatrical|Srinivasarao Chadalavada|Anuradha Films Division UA||1|2022-03-04|7224
3993|ROSHAGNI TELUGU|Telugu|DIL/1/2/2022-BAN|0 days 01:44:01|Theatrical|K Raja Veera|Srushtikartha Films|U|1|2022-03-07|6241
3994|DEVAKI|Telugu|VIL/2/13/2022-BAN|0 days 02:08:06|Video|Adapala Rajyalakshmi|V9 ENTERTAINMENTS|UA|1|2022-03-07|7686
3995|KHATARNAK KURRADU|Telugu|DIL/2/62/2022-HYD|0 days 01:52:26|Theatrical|Tummalapalli Ramasatyanarayana|M/S. BHIMAVARAM TALKIES|UA|1|2022-03-09|6746
3996|EAGLE-2|Telugu|VIL/1/24/2022-Che|0 days 02:04:02|Video|Amit Kumar Agarwal|A R ENTERTAINMENTS|U|1|2022-03-09|7442
3997|STAR|Telugu|VIL/2/24/2022-HYD|0 days 01:54:17|Video|Niranjanlal Pansari|SRI BALAJI VIDEO PRIVATE LIMITED|UA|1|2022-03-10|6857
3998|BHOOTADHAM|Telugu|VIL/2/22/2022-Che|0 days 02:12:05|Video|Phanindrakumar Jasthiraja|COSMOS ENTERTAINMENT|UA|1|2022-03-10|7925
3999|RESIDENT EVIL WELCOME TO RACCOON CITY.|Telugu|VFL/2/89/2022-MUM|0 days 01:39:28|Video|Robert Kulzer, Hartley Gorenstein,Sony Pictures USA|-|UA|1|2022-03-10|5968
4000|RIDERS OF JUSTICE|Telugu|VFL/2/90/2022-MUM|0 days 01:56:31|Video|SIDSEL HYBSCHMANN / SISSE GRAUM JØRGENSEN /TRUSTNORDISK APS|-|UA|1|2022-03-11|6991
4001|SRI RANGANAYAKA|Telugu|DIL/1/8/2022-HYD|0 days 01:53:41|Theatrical|Ramavath Mangamma|GOVINDA RAJ VISHNU FILMS|U|1|2022-03-14|6821
4002|"""STAND UP RAHUL(KURCHUNDHI CHAALU)"""|Telugu|DIL/2/63/2022-HYD|0 days 02:14:26|Theatrical|Abbineni Nandkumar|M/S DREAM TOWN PRODUCTIONS|UA|1|2022-03-14|8066
4003|SUDANI FROM NIGERIA|Telugu|VIL/1/9/2022-HYD|0 days 02:03:15|Video|Ajit Thakur|ARHA MEDIA AND BROADCASTING PRIVATE LIMITED|U|1|2022-03-14|7395
4004|JAMES|Telugu|DIL/2/25/2022-BAN|0 days 02:29:42|Theatrical|Pathikonda Kishore|M/S KISHORE PRODUCTIONS|UA|1|2022-03-14|8982
4005|"""BARI"""|Telugu|DIL/2/64/2022-HYD|0 days 01:53:12|Theatrical|Muni Krishna Cv|SAHANA ARTS|UA|1|2022-03-14|6792
4006|GOTTI|Telugu|VFL/2/93/2022-MUM|0 days 01:50:02|Video|HIGHLAND FILM GROUP, LLC|-|UA|1|2022-03-14|6602
4007|ARBITRAGE|Telugu|VFL/2/96/2022-MUM|0 days 01:41:19|Video|ARBITRAGD, LLC|-|UA|1|2022-03-16|6079
4008|ANGAMALY DIARIES|Telugu|VIL/2/27/2022-HYD|0 days 02:11:44|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2022-03-16|7904
4009|ERIDA|Telugu|VIL/2/27/2022-Che|0 days 02:08:45|Video|Niranjanlal Pansari|SRI BALAJI VIDEO PRIVATE LIMITED|UA|1|2022-03-16|7725
4010|"""CASE-30"""|Telugu|DIL/2/65/2022-HYD|0 days 01:51:41|Theatrical|Pydimarri Sandeep|M/S PNR FILM FACTORY|UA|1|2022-03-17|6701
4011|"""10TH CLASS DAIRYS"""|Telugu|DIL/2/66/2022-HYD|0 days 02:21:52|Theatrical|Achut Ramarao Penumarthi|M/S S R MOVIE MAKERS PVT LTD|UA|1|2022-03-17|8512
4012|INFINITE|Telugu|VFL/2/101/2022-MUM|0 days 01:43:54|Video|Mark Huffam / Mark Wahlberg / Paramount Pictures|-|UA|1|2022-03-22|6234
4013|ANANDA KOVELA|Telugu|VIL/1/27/2022-Che|0 days 02:27:15|Video|P Ranganathan|Sri Vaari Film|U|1|2022-03-24|8835
4014|CLAP (THE SOUND OF SUCCESS)|Telugu|VIL/1/11/2022-HYD|0 days 02:16:22|Video|I B Karthikeyan|BIGPRINT PICTURES|U|1|2022-03-24|8182
4015|KAI RAJA KAI|Telugu|VIL/1/28/2022-Che|0 days 01:59:19|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|U|1|2022-03-25|7159
4016|EKLOVEYA|Telugu|DIL/2/28/2022-BAN|0 days 02:31:21|Theatrical|Rakshitha Prem|M/S RAKSHITHAS FILM FACTORY|UA|1|2022-03-28|9081
4017|POLICODU|Telugu|VIL/2/28/2022-Che|0 days 02:23:25|Video|Prakash Babu|Potential Studios LLP|UA|1|2022-03-29|8605
4018|"""BADMASH GALLAKI BUMPER OFFER"""|Telugu|DIL/2/68/2022-HYD|0 days 02:09:14|Theatrical|Boddam Indrasena|M/S FRIENDS FILM ACADEMY|UA|1|2022-03-29|7754
4019|ABHILASHA (LOVE LIGHTS THE LIFE)|Telugu|DIL/2/69/2022-HYD|0 days 02:13:25|Theatrical|Chaluvadi Sireesha|SRI HARIHARA DHEERA MOVIE MAKERS|UA|1|2022-03-29|8005
4020|""" ? """|Telugu|DIL/2/70/2022-HYD|0 days 01:55:31|Digital|Gouru Krishna Prasad|SHREE KRISHNA CREATIONS|UA|1|2022-03-29|6931
4021|PREMA GEEMA THASSAADHIYYA|Telugu|DIL/2/71/2022-HYD|0 days 02:02:39|Theatrical|Chinnam Kiranbabu|NAIRUTHI ART PRODUCTIONS|UA|1|2022-03-29|7359
4022|“PUSHPARAJ” (THE SOLDIER)|Telugu|DIL/2/72/2022-HYD|0 days 02:37:32|Theatrical|Ravindrakalyan Kakarlamudi|VANI VENKATARAMANA CINEMAS|UA|1|2022-03-29|9452
4023|OH MANA PENNE|Telugu|VIL/1/36/2022-Che|0 days 02:22:01|Video|Ramesh Varma Penmetsa|A STUDIOS LLP|U|1|2022-03-29|8521
4024|KIRIK RAJA-2|Telugu|DIL/2/30/2022-BAN|0 days 02:18:21|Theatrical|Mahabaleshwar Babu Baindooru|M/S BAINDOOR CONSTRUCTIONS|UA|1|2022-03-30|8301
4025|MORBIUS|Telugu|DFL/2/23/2022-MUM|0 days 01:46:13|Theatrical|LUCAS FOSTER,MATT TOLMACH,SONY PICTURES USA|-|UA|1|2022-03-30|6373
4026|"""AMMAI JAGRATHA"""|Telugu|DIL/2/73/2022-HYD|0 days 02:07:47|Theatrical|Vanaja Akkanapally|INDUJA CREATIONS|UA|1|2022-03-30|7667
4027|"""MAAMA(EK PEG LA)"""|Telugu|DIL/3/8/2022-HYD|0 days 02:06:07|Theatrical|Isanaka Sunil Reddy|M/S LIVITHA UNIVERSAL FILMS|A|1|2022-04-01|7567
4028|NETRA|Telugu|DIL/1/9/2022-HYD|0 days 02:37:35|Theatrical|Kakarlamudi Kasturi|OM NAMO SREE LALITHAMBA CREATIONS|U|1|2022-04-01|9455
4029|SUNNY|Telugu|VIL/1/13/2022-HYD|0 days 01:34:27|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|U|1|2022-04-01|5667
4030|DEVUDI THO SAHAJEEVANAM|Telugu|DIL/2/74/2022-HYD|0 days 01:51:06|Theatrical|Suresh Neeli|SURESH NEELI PRODUCTIONS|UA|1|2022-04-04|6666
4031|CHINNI|Telugu|DIL/3/9/2022-HYD|0 days 02:15:08|Theatrical|Gokul Yadav Parthasarathy|SCREEN SCENE MEDIA ENTERTAINMENT PVT LTD|A|1|2022-04-04|8108
4032|"""ADDATEEGALA"""|Telugu|DIL/2/75/2022-HYD|0 days 01:30:00|Theatrical|Rama Raju Gadiraju|SRI SRUNKHALADEVI FILMS|UA|1|2022-04-05|5400
4033|MUPPU|Telugu|VIL/1/14/2022-HYD|0 days 01:55:06|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|U|1|2022-04-05|6906
4034|SUPER DELUXE - (DUBBED) (REVISED)|Telugu|VIL/2/34/2022-Che|0 days 02:06:58|Video|Poolamadhubabu Siddaiah|SRI SIDDESWARA VAISHNAVI FILMS|UA|1|2022-04-05|7618
4035|FANTASTIC BEASTS: THE SECRETS OF DUMBLEDORE|Telugu|DFL/2/26/2022-MUM|0 days 02:24:39|Theatrical|DAVID HEYMAN, J.K. ROWLING, STEVE KLOVES, LIONEL WIGRAM, TIM LEWIS, WARNER BROS.|-|UA|1|2022-04-05|8679
4036|KGF CHAPTER 2|Telugu|DIL/2/118/2022-MUM|0 days 02:48:06|Theatrical|Vijay Kiragandur T|M/S HOMBALE FILMS LLP|UA|1|2022-04-05|10086
4037|BEAST|Telugu|DIL/2/51/2022-Che|0 days 02:38:22|Theatrical|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-04-05|9502
4038|RADHAKRISHNA|Telugu|VIL/1/38/2022-Che|0 days 02:07:08|Video|Devavigins Devadhason|VS INTERNATIONAL FILMS|U|1|2022-04-07|7628
4039|"""BAIRAN PALLI"""|Telugu|DIL/2/77/2022-HYD|0 days 02:10:05|Theatrical|Naresh Mudham|SRI NAARASIMHA CHITRALAYA|UA|1|2022-04-07|7805
4040|RUDRANETRI|Telugu|DIL/3/10/2022-HYD|0 days 02:05:02|Theatrical|Gugulothu Linga|ESHWAR CREATIONS|A|1|2022-04-08|7502
4041|COLLEGE|Telugu|VIL/2/34/2022-HYD|0 days 01:42:16|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-04-11|6136
4042|BHAVANI|Telugu|VIL/2/35/2022-HYD|0 days 02:04:44|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-04-11|7484
4043|LUCKY STAR|Telugu|DIL/2/37/2022-BAN|0 days 02:27:44|Theatrical|Raviraj Sri|SRI DURGA PARAMESHWARI PRODUCTIONS|UA|1|2022-04-11|8864
4044|MAARAN|Telugu|VIL/2/37/2022-Che|0 days 02:12:26|Video|Thyagarajan Govindarajan Thyagarajan|SATHYA JYOTHI FILMS UA||1|2022-04-13|7946
4045|"""SPARK 1.0-SPARK"""|Telugu|DIL/2/78/2022-HYD|0 days 02:14:51|Theatrical|Pinninty Aruna Kumari|ARUNODAYA FILM WORKS|UA|1|2022-04-13|8091
4046|NAALO NINNU DAACHAANE|Telugu|DIL/2/79/2022-HYD|0 days 01:55:49|Theatrical|Sabbella Venkata Satyanarayanareddy|RGM ENTERTAINMENTS|UA|1|2022-04-13|6949
4047|"""SAKALAGUNABHI RAMA"""|Telugu|DIL/2/80/2022-HYD|0 days 02:02:58|Theatrical|Vaddi Sanjeeva Reddy|M/S EIPL PRODUCTIONS|UA|1|2022-04-18|7378
4048|"""YOU ARE MY HERO"""|Telugu|DIL/2/81/2022-HYD|0 days 01:56:33|Theatrical|Sara Mehdi|M/S MOUNT EVEREST PICTURES|UA|1|2022-04-18|6993
4049|MAA ISHTAM|Telugu|DIL/3/11/2022-MUM|0 days 01:32:04|Theatrical|Ramgopal Varma Penumatsa COMPANY||A|1|2022-04-19|5524
4050|"""JARIGINA KATHA"""|Telugu|DIL/3/11/2022-HYD|0 days 02:17:14|Theatrical|Venkata Ramana Pasupuleti|V.R.P. CREATIONS|A|1|2022-04-20|8234
4051|"""JADOO"""|Telugu|DIL/2/82/2022-HYD|0 days 02:09:44|Theatrical|Kothur Bhimsain Murthy|M/S SRI LAXMI NARASIMHA SWAMY BLESSINGS|UA|1|2022-04-20|7784
4052|NANNANTE|Telugu|DIL/2/83/2022-HYD|0 days 02:18:04|Theatrical|Lenkala Ashok Reddy|ASHOK REDDY FILMS|UA|1|2022-04-20|8284
4053|"""1996 DHARMAPURI"""|Telugu|DIL/2/84/2022-HYD|0 days 02:12:07|Theatrical|Dasari Bhaskar Yadav|Bhaskara Group of Media|UA|1|2022-04-20|7927
4054|MORTAL KOMBAT.|Telugu|VFL/2/129/2022-MUM|0 days 01:40:04|Video|James Wan, Todd Garner, E. Bennett Walsh, Warner Bros|-|UA|1|2022-04-20|6004
4055|KOTHA NEERU (REVISED)|Telugu|VIL/2/42/2022-Che|0 days 02:07:37|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-04-21|7657
4056|THE CURSE OF THE WEEPING WOMAN|Telugu|VFL/2/132/2022-MUM|0 days 01:28:33|Video|Gary Dauberman, Emile Gladstone, James Wan, Warner Bros|-|UA|1|2022-04-21|5313
4057|"""RAGI REKU (RR)"""|Telugu|DIL/3/12/2022-HYD|0 days 02:02:56|Theatrical|Sanjeev Yadav Sannayula|SVS CINE PRODUCTION HOUSE|A|1|2022-04-22|7376
4058|GUPPEDU MANASU|Telugu|DIL/2/85/2022-HYD|0 days 02:06:17|Theatrical|Yakkali Koteswara Rao|MANJUNADHA MOVIES UA||1|2022-04-22|7577
4059|JANA 2022|Telugu|DIL/2/20/2022-THI|0 days 02:42:49|Theatrical|Listin Stephen|MAGIC FRAMES|UA|1|2022-04-25|9769
4060|AACHARYA|Telugu|DIL/2/87/2022-HYD|0 days 02:34:00|Theatrical|Katpelly Anvesh Reddy|MATINEE ENTERTAINMENT PVT. LTD.|UA|1|2022-04-25|9240
4061|KANMANI RAMBO KHATIJA|Telugu|DIL/2/60/2022-Che|0 days 02:39:04|Theatrical|Lalit Kumar Sambandam|SEVEN SCREEN STUDIO|UA|1|2022-04-26|9544
4062|OH MY DOG|Telugu|DIL/1/19/2022-Che|0 days 02:01:21|Theatrical|Suriya Sivakumar|2D - ENTERTAINMENT PVT LTD|U|1|2022-04-26|7281
4063|ASHA (LOVE VS LOVE)|Telugu|DIL/2/90/2022-HYD|0 days 01:50:07|Theatrical|Dadu Ramanjaneya Reddy|DRR PRODUCTIONS|UA|1|2022-04-27|6607
4064|"""BRANDY DIARIES"" (A TO UA)"|Telugu|VIL/2/38/2022-HYD|0 days 02:23:38|Video|Lella Srikanth|COLLECTIVE DREAMERS|UA|1|2022-04-27|8618
4065|ADVANTAGE|Telugu|DIL/3/13/2022-HYD|0 days 01:30:00|Theatrical|Sreerangam Sitsrama Seshasree|SREELAKSHMI PRODUCTIONS|A|1|2022-04-27|5400
4066|"""ANU"""|Telugu|DIL/2/89/2022-HYD|0 days 01:50:03|Theatrical|Sundeep Gopisetty|M/S TEJASWI CREATIVE WORKS|UA|1|2022-04-27|6603
4067|RANI SHIVAGAMI|Telugu|DIL/2/43/2022-BAN|0 days 02:20:44|Theatrical|Dabbugudi Muralikrishna|SRI VENKATESA PICTURES|UA|1|2022-04-27|8444
4068|"""ASHOKA VANAM LO ARJUNA KALYANAM"""|Telugu|DIL/2/88/2022-HYD|0 days 02:29:00|Theatrical|Bhogavalli Bapineedu|-|UA|1|2022-04-27|8940
4069|NETI RAAKSHASULU (REVISED)|Telugu|VIL/2/44/2022-Che|0 days 01:49:15|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-04-28|6555
4070|KUKKA SEKAR|Telugu|VIL/1/46/2022-Che|0 days 02:12:38|Video|Aghoram Kalpathi Subramanyan|AGS Entertainment Pvt Ltd|U|1|2022-04-28|7958
4071|THE KASHMIR FILES|Telugu|DIL/3/14/2022-MUM|0 days 02:50:35|Theatrical|Vivek Ranjan Agnihotri|M/s.IAMBUDDHA ENTERTAINMENT AND MEDIA LLP|A|1|2022-04-29|10235
4072|ANNABELLE COMES HOME.|Telugu|VFL/2/142/2022-MUM|0 days 01:41:02|Video|Peter Safran, James Wan, Warner Bros|-|UA|1|2022-05-02|6062
4073|"""SAARADHI"""|Telugu|DIL/1/13/2022-HYD|0 days 01:59:41|Theatrical|Pendli Naresh Kumar|M/S PANCHA BOOTHA CREATIONS|U|1|2022-05-02|7181
4074|SRI JOGULAMBA CHARITRA (ADHI PARASAKTHI)|Telugu|DIL/1/12/2022-HYD|0 days 02:38:03|Theatrical|Boya Ramudu|SRI HEMALAMBA CREATIONS|U|1|2022-05-02|9483
4075|KEROSENE (A BURNT TRUTH)|Telugu|DIL/2/94/2022-HYD|0 days 01:52:00|Theatrical|Deepthi Kondaveeti|BIG HIT PRODUCTIONS|UA|1|2022-05-04|6720
4076|"""DHAGAD SAAMBA """|Telugu|DIL/2/93/2022-HYD|0 days 02:11:23|Theatrical|Rami Reddy Nadam|PRAVEENA CREATIONS|UA|1|2022-05-04|7883
4077|TEESMARKHAN (STUDENT, ROWDY, POLICE)|Telugu|DIL/2/92/2022-HYD|0 days 02:15:35|Theatrical|Nagam Thirupati Reddy|VISION CINEMAAS|UA|1|2022-05-04|8135
4078|JAYAMMA PANCHAYATHI|Telugu|DIL/2/91/2022-HYD|0 days 02:05:00|Theatrical|Balaga Prakash Rao|VENNELA CREATIONS UA||1|2022-05-04|7500
4079|DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS|Telugu|DFL/2/32/2022-MUM|0 days 02:07:09|Theatrical|Kevin Feige, Buena Vista International, Inc|-|UA|1|2022-05-04|7629
4080|"""ALLANTHA DURAANA"""|Telugu|DIL/2/95/2022-HYD|0 days 02:22:05|Theatrical|N Chandramohan Reddy|R R CREATIVE COMMERCIALS|UA|1|2022-05-05|8525
4081|"""BHARATHA PUTHRULU (THE SAVIOURS)"""|Telugu|DIL/1/14/2022-HYD|0 days 02:54:06|Theatrical||Venkata Ramanarao Thandra THANDRA CREATIONS U||1|2022-05-06|10446
4082|"""SARKARU VAARI PAATA"""|Telugu|DIL/2/96/2022-HYD|0 days 02:42:39|Theatrical|Yalamanchili Ravi Shankar|MYTHRI MOVIE MAKERS|UA|1|2022-05-06|9759
4083|AAJYAM|Telugu|DIL/2/98/2022-HYD|0 days 02:03:52|Theatrical|Thonangi Hareesh|JANATHA TALKIES|UA|1|2022-05-09|7432
4084|THE LAST PAGE|Telugu|VIL/2/46/2022-Che|0 days 01:34:22|Video|Niranjanlal Pansari|SRI BALAJI VIDEO PRIVATE LIMITED|UA|1|2022-05-09|5662
4085|COLLEGE DON|Telugu|DIL/1/26/2022-Che|0 days 02:43:07|Theatrical|Neelakantnarayanpur Sangappanarayanpur|Lyca Productions Private Limited|U|1|2022-05-10|9787
4086|INDIAN BRUCELEE|Telugu|VIL/1/56/2022-Che|0 days 01:57:01|Video|Av Yuvaraja Prasad|V PICTURES|U|1|2022-05-10|7021
4087|"""GODSE"""|Telugu|DIL/2/100/2022-HYD|0 days 02:24:04|Theatrical|Chillara Kalyan|M/S C.K.SCREENS|UA|1|2022-05-11|8644
4088|"""NINNE CHUSTHU"""|Telugu|DIL/2/99/2022-HYD|0 days 02:31:19|Theatrical|Hemalatha Reddy Pothireddy|VEERA BHADRA CREATIONS|UA|1|2022-05-11|9079
4089|"""BADMAASH"|Telugu|DIL/1/11/2022-BAN|0 days 02:04:14|Theatrical|Chinta Karunakar|MSB FILMS|U|1|2022-05-12|7454
4090|"""120 DB DHWANI"""|Telugu|DIL/2/106/2022-HYD|0 days 01:56:11|Theatrical|Naga Durgarao Sana|PARAMA KRISHNA PICTURES AND CREATIONS|UA|1|2022-05-13|6971
4091|"""BOMBAY COLONY"""|Telugu|DIL/2/105/2022-HYD|0 days 02:28:34|Theatrical|Sudheer Raj Dalavai|DALAVAI PRODUCTIONS|UA|1|2022-05-13|8914
4092|KHAIDI VETA (REVISED)|Telugu|VIL/2/50/2022-Che|0 days 02:17:02|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-05-13|8222
4093|DOWRJANYA KANDA (REVISED)|Telugu|VIL/2/49/2022-Che|0 days 01:52:15|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-05-13|6735
4094|24 HOURS (REVISED)|Telugu|VIL/2/48/2022-Che|0 days 01:41:22|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2022-05-13|6082
4095|SURAAPANAM (KICK AND FUN)|Telugu|DIL/2/103/2022-HYD|0 days 02:25:22|Theatrical|Matta Madhu|AKHIL BHAVYA CREATIONS|UA|1|2022-05-13|8722
4096|"""MARO PRAPANCHAM"" (YOU ARE NOT ALONE)"|Telugu|DIL/2/102/2022-HYD|0 days 01:48:49|Theatrical|Venkata Ratnam|CHAKRA INFOTAINMENT LLP|UA|1|2022-05-13|6529
4097|VISHWACHARYUDU|Telugu|DIL/1/15/2022-HYD|0 days 01:43:33|Theatrical|Chakravartula Simhachary|ABHYUDAYA ARTS|U|1|2022-05-13|6213
4098|"""DEGALA BABJI"""|Telugu|DIL/2/101/2022-HYD|0 days 01:59:08|Theatrical|Sandra Swathi|M/S YASHRISHI FILMS|UA|1|2022-05-13|7148
4099|"""SHEKAR"""|Telugu|DIL/2/108/2022-HYD|0 days 02:11:02|Theatrical|Beeram Sudhakarareddy|SUDHAKAR IMPEX (INDIA) PRIVATE LIMITED|UA|1|2022-05-17|7862
4100|MY NAME IS SHRUTHI (THE HIDDEN TRUTH)|Telugu|DIL/2/107/2022-HYD|0 days 02:10:00|Theatrical|Burugu Ramya|VAISHNAVI ARTS|UA|1|2022-05-17|7800
4101|SAMRAT PRITHVIRAJ|Telugu|DIL/2/170/2022-MUM|0 days 02:12:58|Theatrical|Aditya Chopra|Yash Raj Films Pvt. Ltd.|UA|1|2022-05-17|7978
4102|TOP GUN MAVERICK|Telugu|DFL/2/37/2022-MUM|0 days 02:11:08|Theatrical|JERRY BRUCKHEIMER / EMILY CHEUNG / TOM CRUISE / DAVID ELLISON / PARAMOUNT PICTURES|-|UA|1|2022-05-17|7868
4103|ESCAPE ROOM TOURNAMENT OF CHAMPIONS|Telugu|VFL/2/151/2022-MUM|0 days 01:30:05|Video|Neal H. Moritz, Adam Robitel,Sony Pictures USA|-|UA|1|2022-05-17|5405
4104|SREEVALLI DANCE TROUPE|Telugu|VIL/2/52/2022-Che|0 days 02:02:55|Video|Sathish Kumar|SRI SARAVANAA FILMS (OPC) PRIVATE LIMITED|UA|1|2022-05-18|7375
4105|BHEESHMA PARVAM|Telugu|VIL/2/8/2022-THI|0 days 02:18:38|Video|Amal Neerad|AMAL NEERAD PRODUCTIONS|UA|1|2022-05-19|8318
4106|DEATH RACE|Telugu|VFL/2/154/2022-MUM|0 days 01:40:00|Video|UNIVERSAL STUDIOS INTERNATIONAL B.V|-|UA|1|2022-05-19|6000
4107|F3 (FUN AND FRUSTRATION)|Telugu|DIL/1/17/2022-HYD|0 days 02:28:00|Theatrical|Vvenkata Ramanareddy|Sri Venkateswara Creations|U|1|2022-05-23|8880
4108|POKEMON MOVIE: VOLCANION KI KAHANI|Telugu|VFL/1/34/2022-MUM|0 days 01:29:16|Video|Kenichi Arai, Susumu Matsuyama, The Pokemon Company|-|U|1|2022-05-24|5356
4109|ARAVINDA|Telugu|DIL/2/110/2022-HYD|0 days 01:56:02|Theatrical|Srikaran Chilagani|BLUE STONE ENTERTAINMENTS|UA|1|2022-05-25|6962
4110|MAJOR|Telugu|DIL/2/109/2022-HYD|0 days 02:29:00|Theatrical|Ghattamaneni Mahesh Babu|G MAHESH BABU ENTERTAINMENT PRIVATE LIMITED|UA|1|2022-05-25|8940
4111|WRITER|Telugu|DIL/2/112/2022-HYD|0 days 01:43:00|Theatrical|Iragamreddy Parthasaradhi Reddy|ONE MEDIA ET PRIVATE LIMITED|UA|1|2022-05-26|6180
4112|RANAM|Telugu|VIL/2/9/2022-THI|0 days 02:16:19|Video|Devavigins Devadhason|VS INTERNATIONAL FILMS|UA|1|2022-05-26|8179
4113|RECCE|Telugu|DIL/2/113/2022-HYD|0 days 01:44:41|Theatrical|Saka Adilakshmi|SNOW BALL PICTURES|UA|1|2022-05-27|6281
4114|NEEVENA NANU PILICHINADI|Telugu|DIL/3/14/2022-HYD|0 days 02:00:00|Theatrical|Srikaran Chilagani|BLUE STONE ENTERTAINMENTS|A|1|2022-05-27|7200
4115|MOKSHA PATAM|Telugu|DIL/2/114/2022-HYD|0 days 02:17:03|Theatrical|Talla Rahul|NESTHAMA MOVIE MAKERS|UA|1|2022-05-30|8223
4116|AMRUTHA BHOOMI|Telugu|DIL/1/18/2022-HYD|0 days 02:03:47|Theatrical|Pari Naidu Dollu|JATTU TRUST|U|1|2022-05-31|7427
4117|VIKRAM HIT LIST|Telugu|DIL/2/81/2022-Che|0 days 02:52:28|Theatrical|Kamalhaasan Srinivasan|RAAJKAMAL FILMS INTERNATIONAL|UA|1|2022-05-31|10348
4118|“BUJJI ILLAARAA(IT’S A PSYCHOLOGICAL THRILLER)”|Telugu|DIL/3/15/2022-HYD|0 days 02:00:00|Theatrical|Kadiri Sanjeeva Reddy|M/S SRI NEELAKANTESHWARA SWAMY CREATIONS LLP|A|1|2022-06-02|7200
4119|"""MADRAS BUSSTAND"""|Telugu|DIL/2/116/2022-HYD|0 days 01:54:59|Theatrical|Sivalanki Janardhan Babu|LAKSHMI CHARAN TEJ PRODUCTIONS|UA|1|2022-06-02|6899
4120|777 CHARLIE|Telugu|DIL/2/58/2022-BAN|0 days 02:45:53|Theatrical|Rakshit Shetty|M/S PARAMVAH STUDIOS Pvt. Ltd.|UA|1|2022-06-02|9953
4121|"DON""T KNOCK TWICE"|Telugu|VFL/2/166/2022-MUM|0 days 01:31:48|Video|John Giwa-Amu Claire Moorsom CONTENT MEDIA CORPORATION INTERNATIONAL LIMITED|-|UA|1|2022-06-02|5508
4122|C B I 5 THE BRAIN|Telugu|VIL/2/12/2022-THI|0 days 02:42:57|Video|Pinakkattu Devasia Abraham SWARGACHITHRA||UA|1|2022-06-03|9777
