|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
158|SAPTAMA INDRIYA|Bengali|VIL/2/276/2023-MUM|0 days 02:18:45|Video|Udhayanidhi Stalin Muthuvelkarunanidhistalin|RED GIANT MOVIES|UA|1|2023-08-09|8325
159|KOTHAY TUMI....RIGHT TO LIVE|Bengali|DIL/1/64/2023-KOL|0 days 02:00:00|Theatrical|Chinmay Nath|M/S. CLAPBOARD ENTERTAINMENT|U|1|2023-08-11|7200
160|AHALYA|Bengali|DIL/2/37/2023-KOL|0 days 02:12:16|Theatrical|Piya Sengupta|A.P.P PRODUCTION|UA|1|2023-08-14|7936
161|OH LOVELY|Bengali|DIL/1/66/2023-KOL|0 days 01:54:53|Theatrical|Sandeep Sathi|-|U|1|2023-08-16|6893
162|HUBBA|Bengali|DIL/3/6/2023-KOL|0 days 02:15:01|Theatrical|Prabal Halder|M/S. FRIENDS COMMUNICATION|A|1|2023-08-16|8101
163|BIBAD|Bengali|DIL/2/38/2023-KOL|0 days 02:18:18|Theatrical|Milan Bhowmik|Dream Makers 2011|UA|1|2023-08-16|8298
164|LALU|Bengali|DIL/1/67/2023-KOL|0 days 01:36:36|Theatrical|Sobha Debbarma|Aadim Production House|U|1|2023-08-16|5796
165|CAFE WALL|Bengali|DIL/2/39/2023-KOL|0 days 01:47:16|Theatrical|Subhankar Dasgupta|PDG Media and Entertainment|UA|1|2023-08-22|6436
166|BOBBY|Bengali|VIL/2/282/2023-MUM|0 days 02:20:29|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-08-22|8429
167|NOSSIR KOUTO|Bengali|DIL/1/68/2023-KOL|0 days 01:38:36|Theatrical|Ranjan Das|M/S. THE NEXT IDEATION ENTERTAINMENT|U|1|2023-08-24|5916
168|CHANDRAMALLIKA|Bengali|VIL/1/5/2023-KOL|0 days 02:32:18|Video|Sandeep Agarwala|Echo Entertainment Private Limited|U|1|2023-08-29|9138
169|NEELKUTHIR RAHASHYA|Bengali|DIL/2/40/2023-KOL|0 days 01:56:04|Theatrical|Sovan Dasgupta|M/S. SWEET MOVIES|UA|1|2023-08-31|6964
170|LOKENATH BABAR BALLYO LILA|Bengali|DIL/1/69/2023-KOL|0 days 02:06:37|Theatrical|Swapan Kumar Das|-|U|1|2023-08-31|7597
171|O MY LOVE.|Bengali|VFL/2/139/2023-MUM|0 days 02:19:28|Video|JAHANGIR SIKDER|-|UA|1|2023-09-01|8368
172|AMI RABINDRANATH 2|Bengali|DIL/1/70/2023-KOL|0 days 01:36:01|Theatrical|Biswajit Ghosh|White Horse Picture|U|1|2023-09-05|5761
173|RAKTABEEJ|Bengali|DIL/2/42/2023-KOL|0 days 02:21:59|Theatrical|Shiboprosad Mukherjee|Windows|UA|1|2023-09-11|8519
174|SUBHO DRISHTI|Bengali|VIL/2/15/2023-KOL|0 days 02:17:36|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-09-11|8256
175|ONNYO RUPKATHA|Bengali|DIL/2/43/2023-KOL|0 days 01:25:19|Theatrical|Tanmay De|-|UA|1|2023-09-12|5119
176|LAAL SUITCASE TA DEKHECHEN (REVISED)|Bengali|VIL/2/16/2023-KOL|0 days 01:50:08|Video|Soham Chakraborty|SOHAM’S ENTERTAINMENT|UA|1|2023-09-12|6608
177|SOURJO THE FIGHTER|Bengali|VIL/2/299/2023-MUM|0 days 02:24:56|Video|Hiral Vimadalal|Viacom18 Media Private Limited|UA|1|2023-09-14|8696
178|BAGHA JATIN|Bengali|DIL/2/44/2023-KOL|0 days 02:17:59|Theatrical|Deepak Adhikari|DEV ENTERTAINMENT VENTURES PVT. LTD.|UA|1|2023-09-19|8279
179|ARJUN EK JODDHA|Bengali|VIL/2/305/2023-MUM|0 days 02:18:49|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-09-20|8329
180|SHAHOSHI COMMANDO|Bengali|VIL/2/306/2023-MUM|0 days 01:56:04|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-09-20|6964
181|EBAR KHELA HABE|Bengali|DIL/2/45/2023-KOL|0 days 01:49:05|Theatrical|Md Meraj Sorif|-|UA|1|2023-09-25|6545
182|WINNER|Bengali|DIL/1/72/2023-KOL|0 days 01:45:03|Theatrical|Joya Halder|M/S. NEW WAVE FILMS|U|1|2023-09-25|6303
183|PREM SANGHAT|Bengali|DIL/2/46/2023-KOL|0 days 01:33:27|Theatrical|Sukesh Agarwal|-|UA|1|2023-09-25|5607
184|DHOYASHA|Bengali|DIL/2/47/2023-KOL|0 days 02:08:09|Theatrical|Supriya Mondal|-|UA|1|2023-09-25|7689
185|DEEP FRIDGE|Bengali|DIL/2/48/2023-KOL|0 days 01:43:52|Theatrical|Krishna Murari Kyal|M/S-Colors Of Dream Entertainment|UA|1|2023-10-04|6232
186|MATRIPAKSHA|Bengali|DIL/1/73/2023-KOL|0 days 01:37:48|Theatrical|Rajesh Roy|M/S-Roy Production and Entertainment|U|1|2023-10-05|5868
187|PAKDONDI|Bengali|DIL/3/8/2023-KOL|0 days 01:53:02|Theatrical|Rohan Sen|M/S. FRAME PER SECOND ENTERTAINMENT|A|1|2023-10-05|6782
188|MUJIB THE MAKING OF A NATION|Bengali|DFL/2/127/2023-MUM|0 days 02:58:46|Theatrical|BANGLADESH FILM DEVELOPMENT CORPORATION|-|UA|1|2023-10-05|10726
189|SHIKARPUR|Bengali|DIL/2/50/2023-KOL|0 days 02:11:31|Theatrical|Sarathi Guha|Shadow Films|UA|1|2023-10-06|7891
190|BADLA- THE REVENGE|Bengali|VIL/2/17/2023-KOL|0 days 02:16:11|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-10-09|8171
191|MAYANAGAR|Bengali|DIL/2/51/2023-KOL|0 days 02:20:06|Theatrical|Tridib Kumar Sengupta|M/S. F.O.R FILMS PVT. LTD.|UA|1|2023-10-10|8406
192|PORINOTI|Bengali|DIL/2/52/2023-KOL|0 days 01:36:46|Theatrical|Sourav Bose|-|UA|1|2023-10-10|5806
193|DUSSAHOSHI|Bengali|VIL/2/310/2023-MUM|0 days 01:58:00|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-10-11|7080
194|NIYOTIR KHELA|Bengali|VIL/2/311/2023-MUM|0 days 02:22:58|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-10-11|8578
195|DAWSHOM AWBOTAAR|Bengali|DIL/3/9/2023-KOL|0 days 02:34:00|Theatrical|Debasish Sarkar|M/s. SVF Entertainment Pvt. Ltd|A|1|2023-10-11|9240
196|JONGOLE MITIN MASHI|Bengali|DIL/2/53/2023-KOL|0 days 02:00:21|Theatrical|Nilanjan Basu|Camellia Productions Pvt Ltd|UA|1|2023-10-11|7221
197|PRIYOTOMA|Bengali|DFL/2/2/2023-KOL|0 days 02:21:26|Theatrical|Mohammad Arshad Adnan|-|UA|1|2023-10-11|8486
198|GADDAR|Bengali|VIL/2/18/2023-KOL|0 days 02:30:03|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-10-12|9003
199|AYUREKHA|Bengali|DIL/2/54/2023-KOL|0 days 01:38:48|Theatrical|Rana Mukherjee|M/S. FOOTPRINT PRODUCTION|UA|1|2023-10-13|5928
200|MANUSH|Bengali|DIL/2/55/2023-KOL|0 days 02:03:43|Theatrical|Amit Jumrani|JEETZ FILMWORKS PVT. LTD.|UA|1|2023-10-16|7423
201|WADA MY PROMISE|Bengali|VIL/2/313/2023-MUM|0 days 01:56:49|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-10-16|7009
202|BOGLA MAMA - JUG JUG JIYO|Bengali|DIL/1/75/2023-KOL|0 days 02:27:03|Theatrical|Debasish Sarkar|M/s. SVF Entertainment Pvt. Ltd|U|1|2023-10-18|8823
203|SHIVA THE FIGHTER|Bengali|VIL/2/317/2023-MUM|0 days 02:03:03|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-10-18|7383
204|SHAKUNTALA DEVI|Bengali|VIL/1/6/2023-KOL|0 days 02:08:12|Video|Sajith Pillai|Sony Pictures Networks India Private Limited|U|1|2023-10-20|7692
205|RAKHE HARI MARE KE|Bengali|VIL/2/19/2023-KOL|0 days 02:16:01|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-10-30|8161
206|PRATIRODH|Bengali|VIL/1/7/2023-KOL|0 days 01:50:49|Video|Sandeep Agarwala|Echo Entertainment Private Limited|U|1|2023-10-30|6649
207|BAROOD|Bengali|VIL/2/20/2023-KOL|0 days 02:07:58|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-10-30|7678
208|BAGHER THABA|Bengali|VIL/2/332/2023-MUM|0 days 01:59:14|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-11-06|7154
209|VEERA|Bengali|VIL/2/335/2023-MUM|0 days 02:09:01|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-11-07|7741
210|DRUNKEN MASTER|Bengali|VFL/2/157/2023-MUM|0 days 01:46:04|Video|See -Yuen Ng , Sony Pictures USA|-|UA|1|2023-11-09|6364
211|ANTIM JANG|Bengali|VIL/2/337/2023-MUM|0 days 02:11:22|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-11-09|7882
212|DONTO ROHOSHYO|Bengali|DIL/1/76/2023-KOL|0 days 02:16:53|Theatrical|Sudipta Banerjee|-|U|1|2023-11-10|8213
213|RABINDRA KABYA RAHASYA|Bengali|DIL/2/59/2023-KOL|0 days 01:57:17|Theatrical|Hemant Agarwal|ESKAY MOVIES(A Division of Eskay Video Pvt. Ltd)|UA|1|2023-11-10|7037
214|MASTAN|Bengali|VIL/2/21/2023-KOL|0 days 02:10:53|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-11-10|7853
215|SWARTHOPOR|Bengali|VIL/2/22/2023-KOL|0 days 02:19:45|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-11-10|8385
216|BIJAY- BORN TO RULE|Bengali|VIL/2/23/2023-KOL|0 days 02:02:18|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-11-10|7338
217|ABAR AWRONNE DIN RATRI (FOREST REVISITED)|Bengali|DIL/1/77/2023-KOL|0 days 01:51:07|Theatrical|Ajanta Sinha Roy|M/S. INDO AMERICANA PRODUCTION|U|1|2023-11-14|6667
218|NOTUN JUUGER DON|Bengali|VIL/2/342/2023-MUM|0 days 02:02:19|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-11-16|7339
219|SANTA|Bengali|DIL/1/78/2023-KOL|0 days 01:54:04|Theatrical|Hemant Agarwal|ESKAY MOVIES(A Division of Eskay Video Pvt. Ltd)|U|1|2023-11-16|6844
220|PREM KORECHI BEST KORECHI|Bengali|VIL/2/343/2023-MUM|0 days 01:40:43|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-11-16|6043
221|KURBAN|Bengali|DIL/2/61/2023-KOL|0 days 02:26:08|Theatrical|Tapan Kumar Mitra|M/S. BIDLASTAR COMMERCIAL PVT. LTD.|UA|1|2023-11-17|8768
222|THE RED FILES|Bengali|DIL/2/62/2023-KOL|0 days 02:23:05|Theatrical|Meenu Parekh|M/S. BLUE BERRIES ENTERTAINEMNT|UA|1|2023-11-17|8585
223|EKTU SORE BOSUN|Bengali|DIL/1/79/2023-KOL|0 days 02:25:11|Theatrical|Kamaleswar Mukherjee|M/S. DBA FILM PRODUCTIONS|U|1|2023-11-17|8711
224|ADAMYA KHELWAD|Bengali|VIL/2/346/2023-MUM|0 days 01:53:54|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-11-22|6834
225|CHHOTO MUKHE BARO KOTHA|Bengali|DIL/2/63/2023-KOL|0 days 01:32:41|Theatrical|Saraswati Das|M/S. SONU ENTERTAINMENT|UA|1|2023-11-28|5561
226|ABORTION : MY BODY- MY CHOICE|Bengali|DIL/2/64/2023-KOL|0 days 02:15:38|Theatrical|Shubhra Basu Aich|-|UA|1|2023-11-28|8138
227|TENTO|Bengali|DIL/2/65/2023-KOL|0 days 02:09:56|Theatrical|Hira Debi|-|UA|1|2023-11-29|7796
228|GOAL - THE AIM|Bengali|DIL/1/80/2023-KOL|0 days 02:02:17|Theatrical|Joydeep Mukherjee|M/S. ARTAGE MEDIA PVT. LTD.|U|1|2023-12-01|7337
229|ETA AMADER GWOLPO|Bengali|DIL/1/81/2023-KOL|0 days 02:02:12|Theatrical|Suvankar Mitra|M/S. DHAGAA PRODUCTION|U|1|2023-12-01|7332
230|DADASAHEB|Bengali|VIL/2/24/2023-KOL|0 days 02:22:37|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2023-12-04|8557
231|DAWSHOM AWBOTAAR (REVISED)|Bengali|VIL/2/25/2023-KOL|0 days 02:34:00|Video|Debasish Sarkar|M/s. SVF Entertainment Pvt. Ltd|UA|1|2023-12-04|9240
232|BANGLAR SHILPI GOSTHIR DHARA PRABAHA (HISTORY OF ARTISTS GROUPS IN BENGAL)|Bengali|DIL/1/82/2023-KOL|0 days 01:14:01|Theatrical|Abdul Rajjak|-|U|1|2023-12-08|4441
233|O ABHAGI|Bengali|DIL/2/68/2023-KOL|0 days 01:56:35|Theatrical|Prabir Bhowmik|-|UA|1|2023-12-11|6995
234|KABULIWALA|Bengali|DIL/1/83/2023-KOL|0 days 01:46:11|Theatrical|Debasish Sarkar|M/s. SVF Entertainment Pvt. Ltd|U|1|2023-12-13|6371
235|SOB KHOBORI BISHESH NOY (THIS IS NOT BREAKING NEWS]|Bengali|DIL/1/84/2023-KOL|0 days 01:53:21|Theatrical|Prasun Mukherjee|M/S. DREAMZ MOVIES AND ENTERTAINMENT|U|1|2023-12-18|6801
236|ASHA|Bengali|DIL/2/70/2023-KOL|0 days 01:40:00|Theatrical|Roseli Kar|-|UA|1|2023-12-19|6000
237|NAISHABDO|Bengali|DIL/3/11/2023-KOL|0 days 01:56:01|Theatrical|Manoj Dalmia|M/S-A Manoj Dalmia Production|A|1|2023-12-19|6961
238|PRADHAN|Bengali|DIL/2/71/2023-KOL|0 days 02:42:36|Theatrical|Soham Guha|M/S. BENGAL TALKIES|UA|1|2023-12-19|9756
239|ASATI|Bengali|DIL/2/72/2023-KOL|0 days 01:59:59|Theatrical|Sourav Sarkar|M/S. PURPLE MOTION PICTURES|UA|1|2023-12-19|7199
240|800|Bengali|VIL/1/63/2023-Che|0 days 02:39:28|Video|Sripathy Mohan|MOVIE TRAIN MOTION PICTURES PVT LTD|U|1|2023-12-22|9568
241|NIRBHIK YODHA|Bengali|VIL/2/369/2023-MUM|0 days 02:03:04|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-12-23|7384
242|AMI O MANOHAR|Bengali|DIL/1/86/2023-KOL|0 days 01:55:39|Theatrical|Amitabha Chaterji|-|U|1|2023-12-28|6939
243|MANIK BANDYOPADHYAYER PUTULNACHER ITIKATHA|Bengali|DIL/2/73/2023-KOL|0 days 02:16:17|Theatrical|Samiran Das|Kaleidoscope|UA|1|2023-12-29|8177
244|KARON GREECE AMADER DESH NA ATHOBA BLUE-BLACK O TRANSPARENT WHITE|Bengali|DIL/2/74/2023-KOL|0 days 01:58:04|Theatrical|Avijit Nandy|M/S–Sreema Creation|UA|1|2023-12-29|7084
245|JOURNEY - THE STORY OF COMMON MAN|Bengali|DIL/1/89/2023-KOL|0 days 01:31:55|Theatrical|Papia Dey Adhikary|-|U|1|2023-12-30|5515
246|PADATIK|Bengali|DIL/2/76/2023-KOL|0 days 02:06:29|Theatrical|Prabal Halder|M/S. FRIENDS COMMUNICATION|UA|1|2023-12-31|7589
247|EK KILO AATA|Bhojpuri|DIL/1/2/2023-MUM|0 days 02:04:08|Theatrical|Deepak Shah|ANIKA ARTS|U|1|2023-01-04|7448
248|AGHORI|Bhojpuri|DIL/2/2/2023-MUM|0 days 02:31:47|Theatrical|Ramshankar Prasad|RAMA PRASAD PRODUCTION|UA|1|2023-01-04|9107
249|GUMRAH|Bhojpuri|DIL/2/4/2023-MUM|0 days 02:21:34|Theatrical|Rekha Sinha|HAR HAR MAHADEO ENTERTAINMENT|UA|1|2023-01-04|8494
250|FIRAUTI .|Bhojpuri|DIL/3/1/2023-MUM|0 days 02:07:04|Theatrical|Kuldeep Vashisht|SUSHEELA MEDIA TECH PVT.LTD.|A|1|2023-01-04|7624
251|DO BIHARI SAB PE BHAARI|Bhojpuri|DIL/2/5/2023-MUM|0 days 02:42:32|Theatrical|Abhay Kumar Sinha|YASHI FILMS PVT. LTD.|UA|1|2023-01-05|9752
252|NAMAK HARAM|Bhojpuri|DIL/2/6/2023-MUM|0 days 02:00:00|Theatrical|Ashish Tiwari|ASHI BEATS ENTERTAINMENT|UA|1|2023-01-05|7200
253|AABAD RAHE ANGANA|Bhojpuri|DIL/2/7/2023-MUM|0 days 02:03:47|Theatrical|Satish Kumar Dubey|M/S.GAYATRI CREATION|UA|1|2023-01-05|7427
254|TU HI YAAR MERA|Bhojpuri|DIL/2/9/2023-MUM|0 days 02:25:02|Theatrical|Manjur Baksh|M.B. ENTERTAINMENT|UA|1|2023-01-05|8702
255|TAQDEER|Bhojpuri|DIL/2/10/2023-MUM|0 days 02:06:59|Theatrical|Bijoy Kumar Sinha|NISHU ENTERTAINMENT|UA|1|2023-01-06|7619
256|DOLI|Bhojpuri|DIL/2/15/2023-MUM|0 days 02:43:41|Theatrical|Akshara Singh|LUV 4 AKS ENTERTAINMENT|UA|1|2023-01-06|9821
257|MAAI PRIDE OF BHOJPURI|Bhojpuri|DIL/2/19/2023-MUM|0 days 02:45:34|Theatrical|Nishant Ujjwal|RENU VIJAY FILMS ENTERTAINMENT|UA|1|2023-01-11|9934
258|TU DHADKAN HAU HAMAR|Bhojpuri|DIL/2/21/2023-MUM|0 days 02:12:17|Theatrical|Rajesh Kumar Singh|S.S.S. MOVIES ENTERTAINMENT|UA|1|2023-01-11|7937
259|JAG KALYANI PATAN DEVI MAIYYA|Bhojpuri|DIL/1/4/2023-MUM|0 days 02:29:01|Theatrical|Manish Singhal|ENTER 10 TELEVISION PRIVATE LIMITED|U|1|2023-01-11|8941
260|KARIYA|Bhojpuri|DIL/2/25/2023-MUM|0 days 02:03:02|Theatrical|Angad Ojha|SHAKTI FILMS INDUSTRIES.|UA|1|2023-01-12|7382
261|DADU I LOVE YOU|Bhojpuri|DIL/2/26/2023-MUM|0 days 02:21:01|Theatrical|Madhusudhan Shrinivas Sharma|HRIDAAN FILMS|UA|1|2023-01-12|8461
262|MUJHASE SHAADI KAROGI|Bhojpuri|DIL/2/27/2023-MUM|0 days 02:26:01|Theatrical|Luhar Radheshyam Jivrajji|SHYAMGHANSHYAM FILM INTERNATION PVT. LTD.|UA|1|2023-01-13|8761
263|YEH BANDHAN HAI PYAR KA|Bhojpuri|DIL/2/29/2023-MUM|0 days 02:29:11|Theatrical|Pratik Pradeep Singh|WORLD WIDE FILM PRODUCTIONS|UA|1|2023-01-16|8951
264|TERE SANG|Bhojpuri|DIL/2/30/2023-MUM|0 days 02:05:00|Theatrical|B N Tiwari|BROTHERS MEDIA ENTERTAINMENT|UA|1|2023-01-17|7500
265|DIL MAT DENA MERI SAUTAN KO|Bhojpuri|DIL/2/33/2023-MUM|0 days 02:09:09|Theatrical|Balbir H mallah|M/S. H P SOLUTION|UA|1|2023-01-18|7749
266|MAIN SASURAL NAHI JAUNGI|Bhojpuri|DIL/2/7/2023-KOL|0 days 02:04:23|Theatrical|Shambhu Kumar|M/s. MEHTA BROTHERS FILM PRODUCTION HOUSE|UA|1|2023-01-18|7463
267|Vijaypath|Bhojpuri|DIL/2/40/2023-MUM|0 days 01:58:03|Theatrical|Surender Suneja|Eagle Home Entertainments Pvt Ltd|UA|1|2023-01-18|7083
268|KALAKAND|Bhojpuri|DIL/2/41/2023-MUM|0 days 02:41:49|Theatrical|Ratnakar Kumar|WORLDWIDE CHANNEL|UA|1|2023-01-18|9709
269|TUN TUN|Bhojpuri|DIL/1/6/2023-MUM|0 days 02:00:54|Theatrical|Ratnakar Kumar|WORLDWIDE CHANNEL|U|1|2023-01-19|7254
270|TAKE IT EASY|Bhojpuri|DIL/1/8/2023-MUM|0 days 01:59:04|Theatrical|Dharmesh Ramchandran Pandit|OSSO INTERNATIONAL ENTERTAINMENT LLP|U|1|2023-01-20|7144
271|LAADALI|Bhojpuri|DIL/2/50/2023-MUM|0 days 02:09:31|Theatrical|Avinash Yadav|Leelawati Films Entertainment Worldwide|UA|1|2023-01-30|7771
272|KAHANI EK SAZISH KI|Bhojpuri|DIL/2/52/2023-MUM|0 days 02:01:32|Theatrical|Ratanjeet Singh|SHUJAY FILMS CREATION|UA|1|2023-01-30|7292
273|PYAR BHAIL HINDUSTAN SE|Bhojpuri|DIL/2/54/2023-MUM|0 days 02:03:06|Theatrical|Sanjay Kumar Yadav|Aashutosh Enterprises|UA|1|2023-02-01|7386
274|DIL ME SIRF TUM HO|Bhojpuri|DIL/2/55/2023-MUM|0 days 02:12:17|Theatrical|Reshma Shiekh|Blue Verge Films|UA|1|2023-02-01|7937
275|DESH ME NIKLA HOGA CHAND|Bhojpuri|DIL/2/58/2023-MUM|0 days 02:22:41|Theatrical|Anil Kumar Singh|SMALL A FILM|UA|1|2023-02-03|8561
276|MITTI|Bhojpuri|DIL/2/59/2023-MUM|0 days 02:09:48|Theatrical|Arvind Prakash|BLUE CORALS ENTERTAINMENT PRIVATE LIMITED|UA|1|2023-02-06|7788
277|DUSAR DUNIYA|Bhojpuri|VIL/2/43/2023-MUM|0 days 02:22:57|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-02-06|8577
278|BEWAFA SANAM|Bhojpuri|DIL/2/67/2023-MUM|0 days 02:04:56|Theatrical|Abhay Kumar Sinha|YASHI FILMS PVT. LTD.|UA|1|2023-02-08|7496
279|DULHA DHEERE DHEERE CHALA SASURARI GALIYA|Bhojpuri|DIL/1/13/2023-MUM|0 days 02:11:05|Theatrical|Surendra Prasad|PRAKRITI FILMS|U|1|2023-02-09|7865
280|MAHIMA BABA BAIDHNATH DHAM KI|Bhojpuri|DIL/1/15/2023-MUM|0 days 02:14:13|Theatrical|Vishnu Rathi|M/S MAHA VARTTA MEDIA SOLUTIONS PVT. LTD.|U|1|2023-02-13|8053
281|LEKE JAEEB DULHANIYA HUM|Bhojpuri|DIL/2/74/2023-MUM|0 days 02:33:08|Theatrical|Chanrakesh Singh|DRISHYA PRODUCTION|UA|1|2023-02-16|9188
282|LAKHON ME EK HAMAR BHAIYA|Bhojpuri|DIL/1/19/2023-MUM|0 days 02:09:52|Theatrical|Sachin Mishra|YASH KUMAR ENTERTAINMENT|U|1|2023-02-16|7792
283|ROOTH GAILE SAJANVA|Bhojpuri|DIL/2/76/2023-MUM|0 days 02:01:02|Theatrical|Prabhat Shriprakash Ranjan|RANJAN JI ENTERTAINMENT|UA|1|2023-02-17|7262
284|DULHAN TO JAYEGI DULHE RAJA KE SAATH|Bhojpuri|DIL/2/79/2023-MUM|0 days 02:20:46|Theatrical|Ravindra Prasad Sinha|JAI BAJARANG BALI FILMS|UA|1|2023-02-17|8446
285|BALAM KESARIYA|Bhojpuri|DIL/2/82/2023-MUM|0 days 02:05:01|Theatrical|Ambrish Kumar Singh|OM DIP CINE VISION|UA|1|2023-02-20|7501
286|VIDHYA|Bhojpuri|DIL/1/20/2023-MUM|0 days 02:28:57|Theatrical|SANJAY DATTARAM KANDE|B4U BROADBAND (I) PVT LTD|U|1|2023-02-21|8937
287|DAAG EGO LANCHAN|Bhojpuri|DIL/2/88/2023-MUM|0 days 02:22:55|Theatrical|Nishant Ujjwal|RENU VIJAY FILMS ENTERTAINMENT|UA|1|2023-02-22|8575
288|ITTI SI KHUSHI|Bhojpuri|DIL/2/94/2023-MUM|0 days 02:23:25|Theatrical|Aditya Kumar Jha|RAJGHARANA FILMS PVT.LTD.|UA|1|2023-02-27|8605
289|RACE|Bhojpuri|DIL/2/98/2023-MUM|0 days 02:25:06|Theatrical|Amit Kumar Gupta|M/s Captain Video Pvt. Ltd.|UA|1|2023-02-28|8706
290|NAVRATAR|Bhojpuri|DIL/2/106/2023-MUM|0 days 02:17:18|Theatrical|Mahesh Premchand Pandey|MAHESH PANDEY PRODUCTIONS LLP|UA|1|2023-03-03|8238
291|SANAK|Bhojpuri|DIL/2/111/2023-MUM|0 days 02:28:57|Theatrical|Anil Kumar Singh|SMALL A FILM|UA|1|2023-03-06|8937
292|AAJ KI DABANGGIRI|Bhojpuri|DIL/2/116/2023-MUM|0 days 02:01:09|Theatrical|Babulal Gordhandas Chovatiya|Shiv films|UA|1|2023-03-06|7269
293|FARISHTA|Bhojpuri|DIL/2/117/2023-MUM|0 days 02:33:05|Theatrical|Salikuti Sarveswar Reddy|GANGOTHRI STUDIOS PVT. LTD.|UA|1|2023-03-08|9185
294|BHARAT BHAGYA VIDHATA|Bhojpuri|DIL/2/119/2023-MUM|0 days 02:31:03|Theatrical|SANJAY DATTARAM KANDE|B4U BROADBAND (I) PVT LTD|UA|1|2023-03-13|9063
295|MAIN TERE ISHQ MEIN|Bhojpuri|DIL/2/120/2023-MUM|0 days 02:21:04|Theatrical|Awadheshkumar Singh|MATI PRODUCTIONS|UA|1|2023-03-13|8464
296|AANGAN KI LAXMI|Bhojpuri|DIL/2/121/2023-MUM|0 days 02:04:18|Theatrical|Pratik Pradeep Singh|WORLD WIDE FILM PRODUCTIONS|UA|1|2023-03-13|7458
297|MOHE RANG DE PYAR KE RANG SAJNA|Bhojpuri|DIL/2/122/2023-MUM|0 days 02:32:18|Theatrical|Sangram Singh Chaudhary|AWADH GANGA FILMS|UA|1|2023-03-14|9138
298|HAMAR DABANG BAHURIYA|Bhojpuri|DIL/2/123/2023-MUM|0 days 02:38:03|Theatrical|Vivek Kumar|AKS PATHSHALA ENTERTAINMENT LLP|UA|1|2023-03-14|9483
299|POWER OF KINNER|Bhojpuri|DIL/2/126/2023-MUM|0 days 02:19:15|Theatrical|Md Hasan Gaddi|GADDI FILM PRODUCTION|UA|1|2023-03-15|8355
300|SASURAL KA DEEWANA|Bhojpuri|DIL/2/127/2023-MUM|0 days 02:46:32|Theatrical|SANJAY DATTARAM KANDE|B4U BROADBAND (I) PVT LTD|UA|1|2023-03-16|9992
301|AB HOI PARIVAAR YUDH|Bhojpuri|VIL/2/80/2023-MUM|0 days 02:11:22|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-03-17|7882
302|SAPNO KA SAFAR|Bhojpuri|DIL/2/138/2023-MUM|0 days 02:06:31|Theatrical|Divyasinghdev Pranavkishor Mohapatra|PADMAA PRODUCTIONS|UA|1|2023-03-23|7591
303|KHILADI|Bhojpuri|DIL/2/142/2023-MUM|0 days 02:31:56|Theatrical|Abhay Kumar Sinha|YASHI FILMS PVT. LTD.|UA|1|2023-03-24|9116
304|KALIYUG KA SHIKHANDI|Bhojpuri|VIL/3/4/2023-MUM|0 days 02:08:34|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|A|1|2023-03-24|7714
